route_id,route_short_name,route_long_name,route_type
534,534,JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - SANTANA DE PARNAIBA (GENESIS II),3
535,535,GUARULHOS (PARQUE CONTINENTAL III) - SAO PAULO (METRO ARMENIA),3
536,536,FRANCO DA ROCHA (CENTRO) - CAIEIRAS (VILA DOS PINHEIROS),3
537,537,ARUJA (PARQUE RODRIGO BARRETO) - GUARULHOS (JARDIM SANTA MENA),3
538,538,ARUJA (CENTRO) - GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),3
540,540,BARUERI (ALDEIA DA SERRA) - COTIA (TERMINAL METROPOLITANO DE COTIA),3
5401,5401,CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5402,5402,BANANAL (TERMINAL RODOVIARIO AQUINO CARVALHO DOS SANTOS) - GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),3
5403,5403,AREIAS (CENTRO) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5403EX1,5403EX1,SAO JOSE DO BARREIRO (TERMINAL RODOVIARIO DE SAO JOSE DO BARREIRO) - CRUZEIRO (VILA BRASIL),3
5404,5404,QUELUZ (TERMINAL RODOVIARIO DE QUELUZ) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5405,5405,LAVRINHAS (CAPELA DO JACU) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5406,5406,CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5407,5407,LORENA (TERMINAL RODOVIARIO DE LORENA) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5407VP2,5407VP2,CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA) - CRUZEIRO ((TERMINAL RODOVIARIO DE CRUZEIRO),3
541,541,ARUJA (TERMINAL RODOVIARIO DE ARUJA) - GUARULHOS (SHOPPING BONSUCESSO),3
542,542,CARAPICUIBA (ALDEIA) - SANTANA DE PARNAIBA (ALPHAVILLE 10),3
543,543,COTIA (JARDIM SANTA ISABEL) - SAO PAULO (METRO MORUMBI),3
549,549,ARUJA (MIRANTE) - SAO PAULO (SAO MIGUEL PAULISTA),3
550,550,PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI (ALPHAVILLE 3 / BRADESCO),3
5501,5501,SAO SEBASTIAO (TERMINAL RODOVIARIO DE SAO SEBASTIAO) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5503,5503,SAO SEBASTIAO (TERMINAL RODOVIARIO DE SAO SEBASTIAO) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5504,5504,CARAGUATATUBA (TERMINAL RODOVIARIO DE CARAGUATATUBA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5505,5505,SAO SEBASTIAO (BALSA) - CARAGUATATUBA (TERMINAL RODOVIARIO DE CARAGUATATUBA),3
5506,5506,UBATUBA (TERMINAL RODOVIARIO NAIM ELIAS ABDALLA) - CARAGUATATUBA (TERMINAL RODOVIARIO DE CARAGUATATUBA),3
5506DV1,5506DV1,UBATUBA (TERMINAL RODOVIARIO NAIM ELIAS ABDALLA) - CARAGUATATUBA (TERMINAL RODOVIARIO DE CARAGUATATUBA),3
5508,5508,UBATUBA (TERMINAL RODOVIARIO DE UBATUBA - LITORANEA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5509,5509,NATIVIDADE DA SERRA (BAIRRO ALTO) - CARAGUATATUBA (TERMINAL RODOVIARIO DE CARAGUATATUBA),3
551,551,EMBU DAS ARTES (JARDIM MIMAS) - SAO PAULO (METRO CAPAO REDONDO),3
5511,5511,UBATUBA (TERMINAL RODOVIARIO DE UBATUBA - SAO JOSE) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
551VP1,551VP1,EMBU DAS ARTES (JARDIM SANTA TEREZA) - SAO PAULO (METRO CAPAO REDONDO),3
552,552,GUARULHOS (PARQUE SANTOS DUMONT) - SAO PAULO (METRO ARMENIA),3
555,555,GUARULHOS (COCAIA) - SAO PAULO (METRO ARMENIA),3
557,557,JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - OSASCO (VILA YARA),3
558,558,EMBU-GUACU (CHACARA FLORIDA) - SAO PAULO (METRO CAPAO REDONDO),3
559,559,CARAPICUIBA (COHAB V) - SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),3
560,560,OSASCO (LARGO DE OSASCO) - SAO PAULO (METRO ARMENIA),3
563,563,EMBU-GUACU (VILA LOURO) - SAO PAULO (METRO CAPAO REDONDO),3
564,564,SANTANA DE PARNAIBA (CENTRO) - SAO PAULO (MORRO DOCE),3
565,565,SANTANA DE PARNAIBA (CIDADE DE SAO PEDRO - GLEBA C) - SAO PAULO (LAPA),3
566,566,MAIRIPORA (ESPACO PAULO AMAURY SERRALVO) - SAO PAULO (TERMINAL RODOVIARIO TIETE),3
568,568,ARUJA (VILA PEDROSO) - SAO PAULO (METRO ARMENIA),3
572,572,OSASCO (JARDIM SANTA MARIA) - SAO PAULO (METRO MORUMBI),3
573,573,GUARULHOS (PARQUE CONTINENTAL II) - SAO PAULO (METRO CARRAO),3
574,574,GUARULHOS (JARDIM CUMBICA) - SAO PAULO (METRO CARRAO),3
578,578,GUARULHOS (VILA MOREIRA) - SAO PAULO (METRO ARMENIA),3
579,579,OSASCO (VILA YOLANDA) - BARUERI (ALPHAVILLE / GREEN VALLEY),3
580,580,GUARULHOS (CIDADE SOBERANA) - SAO PAULO (METRO ARMENIA),3
581,581,OSASCO (TERMINAL METROPOLITANO LUIZ BORTOLOSSO - KM 21) - COTIA (KM 24 - RODOVIA RAPOSO TAVARES),3
582,582,EMBU-GUACU (VILA DIRCE) - SAO PAULO (CIPO DO MEIO),3
584,584,GUARULHOS (PARQUE PRIMAVERA) - SAO PAULO (METRO CARRAO),3
585,585,GUARULHOS (COCAIA) - SAO PAULO (METRO ARMENIA),3
587,587,TABOAO DA SERRA (JARDIM MONTE ALEGRE) - SAO PAULO (METRO CAMPO LIMPO),3
588,588,GUARULHOS (VILA ANY) - SAO PAULO (METRO ARMENIA),3
589,589,POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - SAO PAULO (PENHA),3
591,591,GUARULHOS (JARDIM PARAISO) - SAO PAULO (METRO PENHA),3
591DV1,591DV1,GUARULHOS (JARDIM PARAISO) - SAO PAULO (METRO PENHA),3
596,596,GUARULHOS (VILA ANY) - SAO PAULO (ESTACAO CPTM SAO MIGUEL PAULISTA),3
598,598,ARUJA (MIRANTE) - GUARULHOS (JARDIM SANTA MENA),3
600,600,INDAIATUBA (TERMINAL RODOVIARIO VEREADOR MAURILIO GONCALVES PINTO) - CAMPINAS (TERMINAL METROPOLITANO MAGALHAES TEIXEIRA),3
601,601,INDAIATUBA (TERMINAL RODOVIARIO VEREADOR MAURILIO GONCALVES PINTO) - CAMPINAS (TERMINAL METROPOLITANO MAGALHAES TEIXEIRA),3
604,604,PAULINIA (PAULINIA RODOVIARIA SHOPPING) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
604DV1,604DV1,PAULINIA (PAULINIA RODOVIARIA SHOPPING) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
604EX1,604EX1,PAULINIA (PAULINIA RODOVIARIA SHOPPING) - CAMPINAS (SHOPPING PARQUE DOM PEDRO I),3
605,605,PAULINIA (PAULINIA RODOVIARIA SHOPPING) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
606,606,COSMOPOLIS (TERMINAL RODOVIARIO DE COSMOPOLIS) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
606DV1,606DV1,COSMOPOLIS (TERMINAL RODOVIARIO DE COSMOPOLIS) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
606EX1,606EX1,ARTUR NOGUEIRA (CORACAO CRIANCA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
607,607,COSMOPOLIS (TERMINAL RODOVIARIO DE COSMOPOLIS) - CAMPINAS (SHOPPING PARQUE DOM PEDRO I),3
608,608,COSMOPOLIS (VILA FONTANA) - ENGENHEIRO COELHO (TERMINAL RODOVIARIO DE ENGENHEIRO COELHO),3
609,609,PAULINIA (PAULINIA RODOVIARIA SHOPPING) - COSMOPOLIS (TERMINAL RODOVIARIO DE COSMOPOLIS),3
6101,6101,BOITUVA (CENTRO) - SOROCABA (CENTRO),3
6104,6104,CAPELA DO ALTO (JARDIM NOVA CAPELA) - IPERO (CENTRO),3
6105,6105,SARAPUI (CENTRO) - SOROCABA (ANHANGUERA - UNISO - UNIP - FACENS),3
6105EX1,6105EX1,SARAPUI (CENTRO) - SOROCABA (CENTRO),3
6106,6106,TIETE (CENTRO) - CERQUILHO (JARDIM NOVA CERQUILHO),3
6108,6108,TATUI (CENTRO) - SOROCABA (CENTRO),3
6108EX1,6108EX1,TATUI (CENTRO) - SOROCABA (FACENS),3
6108EX2,6108EX2,TATUI (CENTRO) - SOROCABA (UNIP),3
6108EX3,6108EX3,TATUI (CENTRO) - SOROCABA (UNIP),3
6108EX4,6108EX4,CAPELA DO ALTO (CENTRO) - TATUI (JARDIM AEROPORTO),3
6108VP2,6108VP2,TATUI (CENTRO) - ARACOIABA DA SERRA (CENTRO),3
6109,6109,CESARIO LANGE (HARAS DO SUL) - TIETE (CENTRO),3
6110,6110,TATUI (CENTRO) - SOROCABA (CENTRO),3
6113,6113,ITAPETININGA (TERMINAL RODOVIARIO DE ITAPETININGA) - SOROCABA (TERMINAL RODOVIARIO DE SOROCABA),3
6114,6114,ITAPETININGA (TERMINAL RODOVIARIO DE ITAPETININGA) - SOROCABA (TERMINAL RODOVIARIO DE SOROCABA),3
6115,6115,ITAPETININGA (TERMINAL RODOVIARIO DE ITAPETININGA) - TATUI (TERMINAL RODOVIARIO DE TATUI),3
6115EX1,6115EX1,ITAPETININGA (FATEC / FKB) - TATUI (JARDIM LUCILA),3
6116,6116,SARAPUI (CENTRO) - ITAPETININGA (CENTRO),3
6118,6118,ALAMBARI (TATETU) - ITAPETININGA (CENTRO),3
6119,6119,ALAMBARI (TATETU) - ITAPETININGA (CENTRO),3
612,612,JAGUARIUNA (JOAO NASSIF) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
6120,6120,ALAMBARI (CERCADINHO) - ITAPETININGA (CENTRO),3
612DV1,612DV1,JAGUARIUNA (JOAO NASSIF) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
614,614,ITATIBA (TERMINAL RODOVIARIO ELIAS BAPTISTA ALVES) - CAMPINAS (TERMINAL MULTIMODAL RAMOS AZEVEDO),3
615,615,ITATIBA (TERMINAL RODOVIARIO ELIAS BAPTISTA ALVES) - CAMPINAS (TERMINAL MULTIMODAL RAMOS DE AZEVEDO),3
616,616,PEDREIRA (JARDIM ANDRADE) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
617,617,JAGUARIUNA (CENTRO) - HOLAMBRA (CENTRO),3
617PR1,617PR1,JAGUARIUNA (CENTRO) - HOLAMBRA (CENTRO),3
618,618,SANTO ANTONIO DE POSSE (JARDIM SAO JUDAS) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
619,619,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (CIDADE NOVA),3
620,620,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (JARDIM MOLLON),3
6201,6201,PORTO FELIZ (CENTRO) - SOROCABA (CENTRO),3
6206,6206,SALTO (CENTRO) - ITU (CENTRO),3
6207,6207,SALTO (CENTRO) - ITU (CENTRO),3
6207VP1,6207VP1,SALTO (AVENIDA DOS TRABALHADORES) - ITU (CENTRO),3
6208,6208,SALTO (CENTRO) - SOROCABA (CENTRO),3
6209,6209,ITU (CENTRO) - SOROCABA (CENTRO),3
621,621,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (CONJ. HAB. ROBERTO ROMANO),3
6213,6213,BOITUVA (CENTRO) - TATUI (CENTRO),3
6213EX1,6213EX1,PORTO FELIZ (CENTRO) - BOITUVA (CENTRO),3
6213EX2,6213EX2,TATUI (CENTRO) - BOITUVA (FACULDADE IFSP),3
6214,6214,MAIRINQUE (JARDIM CRUZEIRO) - SAO ROQUE (TERMINAL INTERMUNICIPAL ALCIDES DE SOUZA),3
6215,6215,MAIRINQUE (JARDIM CRUZEIRO) - SAO ROQUE (TERMINAL INTERMUNICIPAL ALCIDES DE SOUZA),3
6216,6216,MAIRINQUE (JARDIM CRUZEIRO) - SAO ROQUE (CATARINA FASHION OUTLET),3
6218,6218,SAO ROQUE (TERMINAL INTERMUNICIPAL ALCIDES DE SOUZA) - IBIUNA (CENTRO),3
6219,6219,SAO ROQUE (TERMINAL INTERMUNICIPAL ALCIDES DE SOUZA) - ALUMINIO (BAIRRO PEDAGIO),3
6219DV1,6219DV1,SAO ROQUE (TERMINAL INTERMUNICIPAL ALCIDES DE SOUZA) - ALUMINIO (BAIRRO PEDAGIO),3
622,622,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (RODOTERMINAL DE STA BARBARA D OESTE),3
6220,6220,ALUMINIO (BAIRRO PEDAGIO) - SAO ROQUE (CATARINA FASHION OUTLET),3
6220EX1,6220EX1,SAO ROQUE (CENTRO) - SAO ROQUE (CATARINA FASHION OUTLET),3
6222,6222,PORTO FELIZ (CENTRO) - ITU (CENTRO),3
6222BI1,6222BI1,PORTO FELIZ (JARDIM VANTE) - ITU (CENTRO),3
6222BI2,6222BI2,PORTO FELIZ (VILA POPULAR) - ITU (CENTRO),3
6223,6223,IBIUNA (CENTRO) - PIEDADE (CENTRO),3
6224,6224,MAIRINQUE (CENTRO) - SOROCABA (CENTRO),3
6224EX1,6224EX1,SAO ROQUE (CENTRO) - SOROCABA (CENTRO),3
6224VP1,6224VP1,ALUMINIO (CENTRO) - SOROCABA (CENTRO),3
6225,6225,ITU (TERMINAL CIDADE NOVA - PIRAPITINGUI) - SAO ROQUE (CATARINA FASHION OUTLET),3
6225EX1,6225EX1,ARACARIGUAMA (CENTRO) - ITU (TERMINAL CIDADE NOVA - PIRAPITINGUI),3
6226,6226,ITU (TERMINAL CIDADE NOVA - PIRAPITINGUI) - MAIRINQUE (BAIRRO SAO JOSE),3
623,623,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (CIDADE NOVA),3
624,624,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (JARDIM EUROPA),3
624DV1,624DV1,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (JARDIM EUROPA),3
625,625,AMERICANA (TERMINAL METROPOLITANO DE AMERICANA) - SANTA BARBARA D OESTE (JARDIM EUROPA),3
626,626,AMERICANA (TERMINAL METROPOLITANO DE AMERICANA) - SANTA BARBARA D OESTE (JARDIM EUROPA),3
627,627,AMERICANA (TERMINAL METROPOLITANO DE AMERICANA) - SANTA BARBARA D OESTE (RODOTERMINAL DE STA BARBARA D OESTE),3
628,628,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (RODOTERMINAL DE STA BARBARA D OESTE),3
629,629,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (SAO JOAQUIM),3
630,630,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (SAO JOAQUIM),3
6301,6301,PILAR DO SUL (BAIRRO CAMPO GRANDE) - PIEDADE (CENTRO),3
6302,6302,TAPIRAI (CENTRO) - PIEDADE (CENTRO),3
6303,6303,PIEDADE (CENTRO) - SOROCABA (CENTRO),3
6305,6305,VOTORANTIM (CENTRO) - SOROCABA (CENTRO),3
6306,6306,PIEDADE (CENTRO) - SOROCABA (CENTRO),3
6308,6308,VOTORANTIM (CENTRO) - SOROCABA (CENTRO),3
631,631,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (VILA RICA),3
6311,6311,VOTORANTIM (VILA NOVA) - SOROCABA (CENTRO),3
6311EX1,6311EX1,VOTORANTIM (JARDIM FORTALEZA) - SOROCABA (CENTRO),3
6312,6312,VOTORANTIM (CENTRO) - SOROCABA (CENTRO),3
6315,6315,SALTO DE PIRAPORA (CAMPO LARGO) - SOROCABA (CENTRO),3
6315VP1,6315VP1,SALTO DE PIRAPORA (JARDIM PRIMAVERA) - SOROCABA (CENTRO),3
6316,6316,SALTO DE PIRAPORA (CAMPO LARGO) - SOROCABA (CENTRO),3
6316EX1,6316EX1,SALTO DE PIRAPORA (NOVA METROPOLITANA) - SOROCABA (CENTRO),3
6316EX2,6316EX2,SALTO DE PIRAPORA (JARDIM TEIXEIRA) - SOROCABA (CENTRO),3
6317,6317,SALTO DE PIRAPORA (CAMPO LARGO) - SOROCABA (CENTRO),3
632,632,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SANTA BARBARA D OESTE (VILA RICA),3
6320,6320,ARACOIABA DA SERRA (MARIA PAULA ESPOSITO) - SOROCABA (CENTRO),3
6320BI1,6320BI1,ARACOIABA DA SERRA (BAIRRO FARIAS) - SOROCABA (CENTRO),3
6320DV1,6320DV1,ARACOIABA DA SERRA (MARIA PAULA ESPOSITO) - SOROCABA (CENTRO),3
6321,6321,ARACOIABA DA SERRA (MARIA PAULA ESPOSITO) - SOROCABA (CENTRO),3
6322,6322,IPERO (JARDIM VITORINO) - BOITUVA (CENTRO),3
6322EX1,6322EX1,IPERO (BACAETAVA) - BOITUVA (CENTRO),3
6323,6323,IPERO (CENTRO) - TATUI (CENTRO),3
6324,6324,IPERO (CENTRO) - SOROCABA (BAIRRO BOM JESUS),3
6325,6325,IPERO (CENTRO) - SOROCABA (CENTRO),3
6326,6326,IPERO (PRESIDIO ODON RAMOS MARANHAO) - SOROCABA (CENTRO),3
6327,6327,IPERO (VILA DO DEPOSITO) - BOITUVA (CENTRO),3
6328,6328,IPERO (PRESIDIO ODON RAMOS MARANHAO) - BOITUVA (CENTRO),3
633,633,SANTA BARBARA D OESTE (RODOTERMINAL DE SANTA BARBARA D OESTE) - CAMPINAS (TERMINAL MULTIMODAL RAMOS DE AZEVEDO),3
6330,6330,IPERO (GEORGE OETTERER) - SOROCABA (CENTRO),3
6330PR1,6330PR1,IPERO (G. OETTERER - INDUSTRIA DE ARTEFATOS) - SOROCABA (CENTRO),3
6333,6333,SAO MIGUEL ARCANJO (TERMINAL RODOVIARIO BENTO FRANCA) - SOROCABA (TERMINAL RODOVIARIO DE SOROCABA),3
6334,6334,SAO MIGUEL ARCANJO (TERMINAL RODOVIARIO BENTO FRANCA) - SOROCABA (TERMINAL RODOVIARIO DE SOROCABA),3
6334EX1,6334EX1,PILAR DO SUL (TERMINAL RODOVIARIO ANTONIO JOSE DA SILVA) - SOROCABA (TERMINAL RODOVIARIO DE SOROCABA),3
6335,6335,ARACOIABA DA SERRA (CERCADO) - SOROCABA (CENTRO),3
6338,6338,PIEDADE (CENTRO) - SOROCABA (CENTRO),3
6338EX1,6338EX1,PIEDADE (CENTRO) - SOROCABA (CENTRO),3
6339,6339,SAO MIGUEL ARCANJO (CENTRO) - ITAPETININGA (CENTRO),3
633VP1,633VP1,AMERICANA (TERMINAL METROPOLITANO DE AMERICANA) - CAMPINAS (TERMINAL MULTIMODAL RAMOS DE AZEVEDO),3
634,634,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - NOVA ODESSA (JARDIM SANTA ROSA),3
6340,6340,SAO MIGUEL ARCANJO (CENTRO) - ITAPETININGA (CENTRO),3
635,635,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - CAMPINAS (TERMINAL MULTIMODAL RAMOS DE AZEVEDO),3
636,636,SUMARE (TERMINAL RODOVIARIO DE SUMARE) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
636EX1,636EX1,NOVA ODESSA (ESTACAO RODOVIARIA DONA CATHARINA FERNANDEZ WELSH) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
636PR1,636PR1,SUMARE (JD. JOAO PAULO II) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
636PR2,636PR2,SUMARE (JARDIM MACARENKO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
637,637,SUMARE (JARDIM LUCELIA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
638,638,SUMARE (JARDIM JOAO PAULO II) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
639,639,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SUMARE (TERMINAL RODOVIARIO DE SUMARE),3
640,640,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SUMARE (JARDIM RESIDENCIAL BORDON),3
642,642,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - CAMPINAS (UNICAMP),3
644,644,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - SUMARE (TERMINAL RODOVIARIO DE SUMARE),3
647,647,AMERICANA (TERMINAL RODOVIARIO FRANCISCO LUIZ BENDILATTI) - NOVA ODESSA (JARDIM DAS PALMEIRAS),3
649,649,PAULINIA (CONJUNTO HABITACIONAL TEREZA Z. VEDOVELO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
651,651,SUMARE (RESIDENCIAL REAL PARQUE) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
652,652,SUMARE (JARDIM JOAO PAULO II) - CAMPINAS (UNICAMP),3
652EX1,652EX1,SUMARE (JARDIM DALL ORTO) - CAMPINAS (UNICAMP),3
652EX2,652EX2,SUMARE (JARDIM DALL ORTO) - CAMPINAS (CAMPINAS SHOPPING IGUATEMI),3
653,653,SUMARE (TERMINAL RODOVIARIO DE SUMARE) - CAMPINAS (UNICAMP),3
654,654,SUMARE (TERMINAL RODOVIARIO DE SUMARE) - CAMPINAS (SHOPPING IGUATEMI),3
654BI1,654BI1,SUMARE (PARQUE RESIDENCIAL IPIRANGA) - CAMPINAS (SHOPPING IGUATEMI),3
655,655,SUMARE (TERMINAL RODOVIARIO DE SUMARE) - CAMPINAS (SHOPPING IGUATEMI),3
655DV1,655DV1,SUMARE (TERMINAL RODOVIARIO DE SUMARE) - CAMPINAS (SHOPPING IGUATEMI),3
655PR1,655PR1,SUMARE (JARDIM JOAO PAULO II) - CAMPINAS (SHOPPING IGUATEMI),3
657,657,SUMARE (PARQUE IDEAL) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
658,658,SUMARE (ESTACAO DE TRANSFERENCIA KM 110 - JARDIM MARIA ANTONIA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
659,659,SUMARE (PARQUE RESIDENCIAL IPIRANGA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
660,660,SUMARE (JARDIM SAO GERONIMO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
661,661,PAULINIA (CONJUNTO HABITACIONAL TEREZA Z. VEDOVELO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
662,662,SUMARE (JARDIM SAO GERONIMO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
663,663,SUMARE (PARQUE RESIDENCIAL SALERNO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
664,664,PAULINIA (CONJUNTO HABITACIONAL TEREZA Z. VEDOVELO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
666,666,HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA) - PAULINIA (CENTRO),3
668,668,SUMARE (TERMINAL RODOVIARIO DE SUMARE) - HORTOLANDIA (ROSOLEM),3
673,673,SANTO ANTONIO DE POSSE (CENTRO) - HOLAMBRA (CENTRO),3
673EX1,673EX1,SANTO ANTONIO DE POSSE (CENTRO) - HOLAMBRA (CENTRO),3
673EX2,673EX2,SANTO ANTONIO DE POSSE (CENTRO) - HOLAMBRA (CENTRO),3
674,674,VINHEDO (CAPELA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
675,675,VALINHOS (TERMINAL RODOVIARIO MARIO ROLIM TELLES) - CAMPINAS (CENTRO),3
676,676,VALINHOS (JARDIM DO LAGO) - CAMPINAS (CENTRO),3
677,677,VALINHOS (PARQUE DAS COLINAS) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
678,678,VALINHOS (TERMINAL RODOVIARIO MARIO ROLIM TELLES) - CAMPINAS (ESCOLA DE CADETES),3
679,679,VALINHOS (PARQUE DAS FIGUEIRAS) - CAMPINAS (TREVO DA BOSCH),3
680,680,VALINHOS (PARQUE DAS FIGUEIRAS) - CAMPINAS (TREVO DA BOSCH),3
680VP1,680VP1,VALINHOS (TERMINAL RODOVIARIO MARIO ROLIM TELLES) - CAMPINAS (TREVO DA BOSCH),3
683,683,VALINHOS (JARDIM SAO LUIZ) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
685,685,VALINHOS (TERMINAL RODOVIARIO MARIO ROLIM TELLES) - VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),3
686,686,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (JARDIM SAO DOMINGOS),3
687,687,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (AEROPORTO INTERNACIONAL DE VIRACOPOS),3
687EX1,687EX1,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (JARDIM CAMPO BELO),3
687EX2,687EX2,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (JARDIM CAMPO BELO),3
688,688,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
689,689,VALINHOS (TERMINAL RODOVIARIO MARIO ROLIM TELLES) - VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),3
693,693,ARTUR NOGUEIRA (CORACAO CRIANCA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
