route_id,route_short_name,route_long_name,route_type
292,292,GUARULHOS (JARDIM ANGELICA) - SAO PAULO (METRO ARMENIA),3
292DV1,292DV1,GUARULHOS (JARDIM ANGELICA) - SAO PAULO (METRO ARMENIA),3
293,293,POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL) - SAO PAULO (ESTACAO CPTM GUAIANAZES),3
297,297,COTIA (CAUCAIA DO ALTO) - SAO PAULO (METRO MORUMBI),3
300,300,TABOAO DA SERRA (JARDIM SAO JUDAS TADEU) - SAO PAULO (METRO VILA SONIA),3
302,302,ITAQUAQUECETUBA (TERMINAL URBANO ENGENHEIRO MANOEL FEIO) - ITAQUAQUECETUBA (JARDIM PINHEIRINHO),3
303,303,BARUERI (PARQUE IMPERIAL) - OSASCO (VILA YARA),3
305,305,DIADEMA (JARDIM PADRE ANCHIETA) - SAO BERNARDO DO CAMPO (JARDIM DO LAGO),3
307,307,CARAPICUIBA (TERMINAL METROPOLITANO CARAPICUIBA) - COTIA (KM 24 - RODOVIA RAPOSO TAVARES),3
309,309,SANTANA DE PARNAIBA (PARQUE SANTANA) - SAO PAULO (PINHEIROS),3
310,310,SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA) - SAO PAULO (LAPA),3
311,311,SALESOPOLIS (TREVO DA PETROBRAS) - MOGI DAS CRUZES (CENTRO),3
311DV1,311DV1,SALESOPOLIS (TREVO DA PETROBRAS) - MOGI DAS CRUZES (CENTRO),3
312,312,SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA) - SANTANA DE PARNAIBA (CENTRO),3
313,313,ITAPEVI (DIVISA SAO ROQUE) - SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),3
313VP1,313VP1,ITAPEVI (DIVISA DE SAO ROQUE) - SANTANA DE PARNAIBA (RESIDENCIAL ALPHAVILLE 10),3
314,314,SAO BERNARDO DO CAMPO (JARDIM LAS PALMAS) - SAO PAULO (TERMINAL RODOVIARIO TIETE),3
315,315,POA (TERMINAL RODOVIARIO AYRTON SENNA DA SILVA) - SAO PAULO (ESTACAO CPTM JARDIM ROMANO),3
316,316,GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO) - SAO PAULO (CIRCUITO DOS HOTEIS),3
317,317,FRANCISCO MORATO (CENTRO) - FRANCO DA ROCHA (PARQUE PAULISTA),3
318,318,POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL) - GUARULHOS (TERMINAL METROPOLITANO CECAP),3
319,319,GUARULHOS (VILA ANY) - SAO PAULO (METRO CORINTHIANS/ITAQUERA),3
321,321,CARAPICUIBA (COHAB V) - SANTANA DE PARNAIBA (ALPHAVILLE 10),3
322,322,BARUERI (PARQUE IMPERIAL) - SAO PAULO (PINHEIROS),3
323,323,SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE) - SAO PAULO (JARDIM CLIMAX),3
324,324,SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA) - BARUERI (PARQUE IMPERIAL),3
324BI1,324BI1,SANTANA DE PARNAIBA (JARDIM SAO LUIS) - BARUERI (PARQUE IMPERIAL),3
327,327,POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL) - SAO PAULO (METRO CORINTHIANS-ITAQUERA),3
329,329,CARAPICUIBA (VILA MENCK) - SAO PAULO (METRO BUTANTA),3
331,331,CAIEIRAS (LARANJEIRAS) - SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),3
332,332,ITAQUAQUECETUBA (JARDIM ADRIANE) - SUZANO (VILA SOL NASCENTE),3
332VP1,332VP1,ITAQUAQUECETUBA (JARDIM ADRIANE) - SUZANO (ESTACAO CPTM SUZANO),3
334,334,COTIA (JARDIM DO ENGENHO) - SAO PAULO (METRO MORUMBI),3
335,335,POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL) - SUZANO (CIDADE BOA VISTA),3
336,336,RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES) - MAUA (CAPBURGO),3
337,337,GUARULHOS (TERMINAL METROPOLITANO TABOAO) - SAO PAULO (TERMINAL RODOVIARIO TIETE),3
337BI1,337BI1,GUARULHOS (RECREIO SAO JORGE) - SAO PAULO (TERMINAL RODOVIARIO TIETE),3
339,339,ITAPECERICA DA SERRA (JARDIM VICTORIA) - SAO PAULO (METRO CAPAO REDONDO),3
340,340,ITAPECERICA DA SERRA (JARDIM SAO MARCOS) - SAO PAULO (METRO CAPAO REDONDO),3
341,341,GUARULHOS (VILA ANY) - SAO PAULO (METRO ARMENIA),3
341DV1,341DV1,GUARULHOS (VILA ANY) - SAO PAULO (METRO ARMENIA),3
342,342,GUARULHOS (JARDIM MARIA DIRCE) - SAO PAULO (METRO ARMENIA),3
342DV1,342DV1,GUARULHOS (JARDIM MARIA DIRCE) - SAO PAULO (METRO ARMENIA),3
343,343,EMBU DAS ARTES (JARDIM DO COLEGIO) - SAO PAULO (METRO CAMPO LIMPO),3
345,345,BARUERI (VALE DO SOL) - OSASCO (VILA YARA),3
346,346,JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),3
347,347,EMBU DAS ARTES (PARQUE INDUSTRIAL) - TABOAO DA SERRA (CENTRO),3
348,348,ARUJA (TERMINAL RODOVIARIO DE ARUJA) - ITAQUAQUECETUBA (JARDIM NOSSA SENHORA DAS GRACAS),3
349,349,GUARULHOS (JARDIM MARIA DIRCE) - SAO PAULO (ITAIM PAULISTA),3
350,350,ITAPEVI (COHAB) - OSASCO (VILA YARA),3
350BI1,350BI1,ITAPEVI (VILA GIOIA) - OSASCO (VILA YARA),3
351,351,COTIA (CAUCAIA DO ALTO) - COTIA (TERMINAL METROPOLITANO COTIA),3
351BI1,351BI1,COTIA (CAUCAIA DO ALTO) - COTIA (TERMINAL METROPOLITANO COTIA),3
351PR1,351PR1,COTIA (JARDIM MONTE VERDE) - COTIA (TERMINAL METROPOLITANO COTIA),3
352,352,SANTANA DE PARNAIBA (CIDADE DE SAO PEDRO) - SAO PAULO (LAPA),3
353,353,ARUJA (TERMINAL RODOVIARIO DE ARUJA) - ITAQUAQUECETUBA (RESIDENCIAL VILLAGE),3
354,354,GUARULHOS (BAIRRO DOS LAVRAS) - SAO PAULO (METRO ARMENIA),3
358,358,DIADEMA (VILA SAO JOSE) - SAO PAULO (SAUDE),3
359,359,SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS) - SAO PAULO (SAUDE),3
360,360,BARUERI (PARQUE VIANA) - BARUERI (ALPHAVILLE 1),3
361,361,FRANCISCO MORATO (PARQUE 120) - SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),3
361EX1,361EX1,FRANCISCO MORATO (PARQUE120) - CAIEIRAS (TREVO DE LARANJEIRAS),3
362,362,ITAQUAQUECETUBA (JARDIM CALIFORNIA) - GUARULHOS (JARDIM SANTA MENA),3
363,363,ARUJA (TERMINAL RODOVIARIO DE ARUJA) - ARUJA (RECANTO PRIMAVERA),3
366,366,SAO BERNARDO DO CAMPO (PARQUE SELECTA) - SANTO ANDRE (JARDIM CRISTIANE),3
367,367,SUZANO (JARDIM VITORIA) - MOGI DAS CRUZES (CONDOMINIO ARUA),3
372,372,SUZANO (JARDIM COLORADO) - MOGI DAS CRUZES (JARDIM PIATA),3
374,374,RIO GRANDE DA SERRA (SITIO MARIA JOANA) - RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES),3
375,375,MAIRIPORA (DIVISA) - SAO PAULO (TERMINAL RODOVIARIO DO TIETE),3
376,376,DIADEMA (TERMINAL METROPOLITANO DIADEMA) - SAO PAULO (BROOKLIN),3
377,377,POA (JARDIM NOVA POA) - SAO PAULO (METRO CORINTHIANS-ITAQUERA),3
378,378,SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE) - SAO PAULO (METRO PARAISO),3
379,379,FERRAZ DE VASCONCELOS (CENTRO) - SAO PAULO (TERMINAL RODOVIARIO TIETE),3
380,380,DIADEMA (TERMINAL METROPOLITANO DE DIADEMA) - SAO PAULO (JARDIM GUACURI),3
381,381,RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES) - SUZANO (BARUEL),3
382,382,MAUA (BAIRRO FEITAL) - SAO CAETANO DO SUL ( BAIRRO SANTO ANTONIO),3
382EX1,382EX1,MAUA (JARDIM ITAPEVA) - SAO CAETANO DO SUL (BAIRRO SANTO ANTONIO),3
384,384,ITAQUAQUECETUBA (JARDIM CALIFORNIA) - SAO PAULO (METRO ARMENIA),3
386,386,SANTANA DE PARNAIBA (VARZEA DE SOUZA) - SAO PAULO (PINHEIROS),3
390,390,OSASCO (JARDIM VELOSO) - BARUERI (ALPHAVILLE 3 / BRADESCO),3
390BI1,390BI1,OSASCO (JARDIM PADROEIRA) - BARUERI (ALPHAVILLE 3 / BRADESCO),3
392,392,CARAPICUIBA (JARDIM ANA ESTELA) - BARUERI (ALPHAVILLE),3
394,394,BIRITIBA MIRIM (JARDIM DOS EUCALIPTOS) - MOGI DAS CRUZES (CENTRO),3
396,396,COTIA (TERMINAL METROPOLITANO COTIA) - SAO PAULO (METRO BUTANTA),3
399,399,BARUERI (PARQUE IMPERIAL) - SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),3
402,402,RIO GRANDE DA SERRA (CENTRO) - RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES),3
403,403,MAUA (VILA NOVA MAUA) - SAO CAETANO DO SUL (SANTO ANTONIO),3
404,404,OSASCO (NOVO OSASCO) - SAO PAULO (METRO VILA SONIA),3
405,405,SUZANO (CENTRO) - ITAQUAQUECETUBA (RANCHO GRANDE),3
407,407,CARAPICUIBA (VILA DIRCE) - SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),3
408,408,GUARULHOS (CIDADE SOBERANA) - SAO PAULO (METRO ARMENIA),3
409,409,SAO BERNARDO DO CAMPO (JARDIM LAS PALMAS) - SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-OESTE),3
409BI1,409BI1,SAO BERNARDO DO CAMPO (PARQUE ALVARENGA) - SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-OESTE),3
411,411,SANTA ISABEL (MONTE SERRAT) - MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE),3
415,415,SANTA ISABEL (MONTE SERRAT) - GUARAREMA (CHACARA GUANABARA),3
416,416,POA (JARDIM MEDINA) - MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),3
417,417,SANTANA DE PARNAIBA (PARQUE SANTANA) - BARUERI (CENTRO),3
418,418,PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI (CENTRO),3
419,419,ITAPEVI (COHAB/JARDIM PAULISTA) - SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),3
421,421,ITAPEVI (CIDADE DA SAUDE) - VARGEM GRANDE PAULISTA (CENTRO),3
422,422,ITAPEVI (VILA NOVA ESPERANCA) - SAO PAULO (METRO MORUMBI),3
424,424,RIO GRANDE DA SERRA (CENTRO) - SANTO ANDRE (PARANAPIACABA),3
426,426,FRANCO DA ROCHA (CENTRO) - CAJAMAR (POLVILHO),3
427,427,GUARULHOS (PARQUE CONTINENTAL II) - SAO PAULO (PARAISO),3
428,428,BARUERI (JARDIM DO LIBANO) - OSASCO (VILA YARA),3
429,429,CAIEIRAS (LARANJEIRAS) - SAO PAULO (JARDIM DO RUSSO),3
430,430,FRANCO DA ROCHA (CENTRO) - FRANCISCO MORATO (CENTRO),3
431,431,SAO BERNARDO DO CAMPO (JARDIM LAS PALMAS) - SAO PAULO (TERMINAL SACOMA),3
432,432,SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE) - SAO BERNARDO DO CAMPO (BAIRRO DO TABOAO),3
436,436,FRANCISCO MORATO (TERMINAL RAUL SHIGUEMITSU SUNAO) - FRANCO DA ROCHA (CENTRO),3
438,438,FRANCO DA ROCHA (PARQUE VITORIA) - SAO PAULO (LAPA),3
439,439,BARUERI (ALPHAVILLE) - SAO PAULO (PIRITUBA),3
439VP1,439VP1,BARUERI (ALPHAVILLE) - OSASCO (JARDIM HELENA MARIA),3
442,442,CAIEIRAS (JARDIM NOVA ERA) - SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),3
443,443,GUARULHOS (COCAIA) - SAO PAULO (METRO PENHA),3
446,446,SAO BERNARDO DO CAMPO (JARDIM BORBOREMA) - SAO PAULO (SAUDE),3
448,448,CARAPICUIBA (ALDEIA) - SANTANA DE PARNAIBA (RESIDENCIAL TAMBORE III),3
449,449,CARAPICUIBA (ALDEIA) - SANTANA DE PARNAIBA (ALPHAVILLE 10),3
450,450,CARAPICUIBA (JARDIM NOVO HORIZONTE) - BARUERI (ALPHAVILLE 2),3
451,451,ITAPECERICA DA SERRA (JARDIM BRANCA FLOR) - SAO PAULO (METRO CAPAO REDONDO),3
454,454,JANDIRA (CONDOMINIO RESERVA DE SANTA MARIA) - BARUERI (TERMINAL RODOFERROVIARIO GUALBERTO TOLAINE),3
455,455,BARUERI (ALPHAVILLE) - CARAPICUIBA (ALDEIA),3
456,456,BARUERI CENTRO) - OSASCO (KM 19.5 - RAPOSO TAVARES),3
459,459,EMBU DAS ARTES (TERMINAL CASA BRANCA) - SAO PAULO (ITAIM BIBI),3
460,460,FERRAZ DE VASCONCELOS (VILA SAO PAULO) - SAO PAULO ( ESTACAO CPTM GUAIANAZES),3
461,461,ARUJA (TERMINAL RODOVIARIO DE ARUJA) - GUARULHOS (NOVA BONSUCESSO),3
462,462,SANTANA DE PARNAIBA (CIDADE SAO PEDRO) - OSASCO (CENTRO),3
462BI1,462BI1,SANTANA DE PARNAIBA (VARZEA DE SOUZA) - OSASCO (CENTRO),3
463,463,ITAPEVI (JARDIM VITAPOLIS) - SANTANA DE PARNAIBA (RESIDENCIAL TAMBORE III),3
466,466,OSASCO (CONJUNTO DOS METALURGICOS) - BARUERI (ALPHAVILLE/GREEN VALLEY),3
466EX1,466EX1,OSASCO (TERMINAL SANTA MARIA) - BARUERI (ALPHAVILLE/GREEN VALLEY),3
466EX2,466EX2,OSASCO (SANTA MARIA) - BARUERI (ALPHAVILLE / GREEN VALLEY),3
467,467,SANTANA DE PARNAIBA (CENTRO) - SAO PAULO (LAPA),3
468,468,SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE) - COTIA (TERMINAL METROPOLITANO DE COTIA),3
468BI1,468BI1,BARUERI (SHOPPING TAMBORE) - COTIA (TERMINAL METROPOLITANO DE COTIA),3
469,469,FRANCO DA ROCHA (JARDIM LAGO AZUL) - CAIEIRAS (JARDIM NOVA ERA),3
470,470,SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE) - SAO PAULO (AEROPORTO DE CONGONHAS),3
472,472,GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO) - SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),3
473,473,ITAQUAQUECETUBA (PARQUE PIRATININGA II) - SAO PAULO (METRO ARMENIA),3
478,478,GUARULHOS (CONJUNTO PAES DE BARROS) - SAO PAULO (METRO ARMENIA),3
478BI1,478BI1,GUARULHOS (JARDIM DAS NACOES) - SAO PAULO (METRO ARMENIA),3
479,479,CARAPICUIBA (PARQUE SANTA TEREZA) - OSASCO (CENTRO),3
480,480,ARUJA (PARQUE RODRIGO BARRETO) - POA (ESTACAO CPTM POA),3
481,481,POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),3
484,484,EMBU DAS ARTES (JARDIM BATISTA) - SAO PAULO (METRO CAPAO REDONDO),3
488,488,CARAPICUIBA (VILA MENCK) - SAO PAULO (METRO BUTANTA),3
489,489,ITAPEVI (CIDADE DA SAUDE) - EMBU DAS ARTES (CENTRO),3
490,490,TABOAO DA SERRA (JARDIM MONTE ALEGRE) - OSASCO (PRACA ANTONIO MENCK),3
492,492,CARAPICUIBA (PARQUE JANDAIA) - SAO PAULO (METRO VILA SONIA),3
493,493,SANTO ANDRE (PRINCIPE DE GALES) - SAO PAULO (TERMINAL SACOMA),3
493DV1,493DV1,SANTO ANDRE (PRINCIPE DE GALES) - SAO PAULO (TERMINAL SACOMA),3
494,494,SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC) - SAO PAULO (TERMINAL SACOMA),3
496,496,SAO PAULO (JARDIM JOAO XXIII) - BARUERI (ALPHAVILLE/GREEN VALLEY),3
496EX1,496EX1,SAO PAULO (RODOVIA RAPOSO TAVARES - KM 17.8) - BARUERI (ALPHAVILLE/GREEN VALLEY),3
497,497,CARAPICUIBA (VILA DIRCE) - SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA),3
498,498,CARAPICUIBA (JARDIM NOVO HORIZONTE) - SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),3
499,499,GUARULHOS (TERMINAL METROPOLITANO CECAP) - SAO PAULO (ESTACAO CPTM DOM BOSCO),3
500,500,GUARULHOS (TERMINAL METROPOLITANO VILA GALVAO) - SAO PAULO (TERMINAL RODOVIARIO TIETE),3
501,501,ITAQUAQUECETUBA (PARQUE PIRATININGA) - SAO PAULO (METRO ARMENIA),3
503,503,COTIA (CAUCAIA DO ALTO) - COTIA (PORTAO),3
506,506,COTIA (JARDIM SANDRA) - SAO PAULO (CARREFOUR),3
507,507,VARGEM GRANDE PAULISTA (JARDIM SAO MARCOS) - COTIA (PORTAO),3
508,508,COTIA (JARDIM JAPAO) - COTIA (PORTAO),3
509,509,VARGEM GRANDE PAULISTA (PARQUE DO AGRESTE) - COTIA (TERMINAL METROPOLITANO COTIA),3
510,510,EMBU DAS ARTES (JARDIM VAZAME) - SAO PAULO (METRO VILA SONIA),3
5104,5104,IGARATA (TERMINAL RODOVIARIO DE IGARATA) - JACAREI (TERMINAL RODOVIARIO DE JACAREI),3
5105,5105,PARAIBUNA (TERMINAL RODOVIARIO DE PARAIBUNA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5106,5106,JAMBEIRO (TERMINAL RODOVIARIO DE JAMBEIRO) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5107,5107,MONTEIRO LOBATO (TERMINAL RODOVIARIO DE MONTEIRO LOBATO) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5109,5109,SAO JOSE DOS CAMPOS (SAO FRANCISCO XAVIER) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
511,511,EMBU DAS ARTES (JARDIM PINHEIRINHO) - SAO PAULO (METRO VILA SONIA),3
5110,5110,CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5111,5111,CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA) - TAUBATE (TERMINAL RODOVIARIO URBANO JOAO FRANCISCO DOS SANTOS),3
5113,5113,SANTA BRANCA (TERMINAL RODOVIARIO DE SANTA BRANCA) - JACAREI (TERMINAL RODOVIARIO DE JACAREI),3
5114,5114,JACAREI (TERMINAL RODOVIARIO DE JACAREI) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5116,5116,JACAREI (TERMINAL RODOVIARIO DE JACAREI) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5117,5117,SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM) - CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),3
5118,5118,JACAREI (PARQUE MEIA LUA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
512,512,ITAQUAQUECETUBA (PARQUE PIRATININGA) - SAO PAULO (METRO ARMENIA),3
513,513,ITAPECERICA DA SERRA (JARDIM DAS OLIVEIRAS) - SAO PAULO (METRO CAPAO REDONDO),3
517,517,ITAPEVI (COHAB) - OSASCO (VILA YARA),3
518,518,BARUERI (JARDIM DO LIBANO) - SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),3
520,520,GUARULHOS (JARDIM LEBLON) - SAO PAULO (METRO ARMENIA),3
5201,5201,PINDAMONHANGABA (CENTRO) - TAUBATE (TAUBATE SHOPPING CENTER),3
5202,5202,TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE) - CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),3
5203,5203,TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS) - TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),3
5204,5204,NATIVIDADE DA SERRA (CENTRO) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5205,5205,ROSEIRA (TERMINAL RODOVIARIO DE ROSEIRA) - TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),3
5206,5206,PINDAMONHANGABA (CENTRO) - TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),3
5207,5207,TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5207DV1,5207DV1,TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5208,5208,SAO BENTO DO SAPUCAI (CENTRO) - CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),3
5209,5209,PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5209DV1,5209DV1,PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
521,521,GUARULHOS (JARDIM ANGELICA) - SAO PAULO (METRO ARMENIA),3
5210,5210,CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5211,5211,PINDAMONHANGABA (CENTRO) - TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),3
5211EX1,5211EX1,PINDAMONHANGABA (CENTRO) - TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),3
5212,5212,CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5213,5213,SAO BENTO DO SAPUCAI (TERMINAL RODOVIARIO DE SAO BENTO DO SAPUCAI) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5214,5214,LAGOINHA (CENTRO) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5216,5216,SAO LUIZ DO PARAITINGA (TERMINAL RODOVIARIO DE SAO LUIZ DO PARATITINGA) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5217,5217,SAO LUIZ DO PARAITINGA (CATUCABA) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5219,5219,CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO) - PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),3
5220,5220,TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS) - TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),3
524,524,BARUERI (TREVO DE ALPHAVILLE) - SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),3
525,525,GUARULHOS (JARDIM SANTA PAULA) - SAO PAULO (METRO ARMENIA),3
526,526,GUARAREMA (CHACARA GUANABARA) - MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE),3
528,528,CARAPICUIBA (CIDADE ARISTON) - BARUERI (ALPHAVILLE),3
529,529,ARUJA (MIRANTE) - SAO PAULO (METRO ARMENIA),3
530,530,ARUJA (PARQUE RODRIGO BARRETO) - SAO PAULO (METRO ARMENIA),3
5301,5301,APARECIDA (TERMINAL RODOVIARIO DE APARECIDA) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5303,5303,ROSEIRA (TERMINAL RODOVIARIO DE ROSEIRA) - PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),3
5304,5304,PIQUETE (TERMINAL RODOVIARIO DE PIQUETE) - LORENA (TERMINAL RODOVIARIO DE LORENA),3
5304PR1,5304PR1,PIQUETE (TERMINAL RODOVIARIO DE PIQUETE) - LORENA (CENTRO - ETEC),3
5304PR2,5304PR2,PIQUETE (IMBEL) - LORENA (TERMINAL RODOVIARIO DE LORENA),3
5305,5305,LORENA (TERMINAL RODOVIARIO DE LORENA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5306,5306,LORENA (TERMINAL RODOVIARIO DE LORENA) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5307,5307,PIQUETE (TERMINAL RODOVIARIO DE PIQUETE) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5308,5308,POTIM (MIGUEL VIEIRA) - APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),3
5309,5309,CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
531,531,ITAPECERICA DA SERRA (RECREIO PRIMAVERA) - SAO PAULO (METRO CAPAO REDONDO),3
5310,5310,CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA ) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5311,5311,GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA) - PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),3
5312,5312,LORENA (CRUZ) - GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),3
5313,5313,CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA) - LORENA (TERMINAL RODOVIARIO DE LORENA),3
5313DV1,5313DV1,CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA) - LORENA (TERMINAL RODOVIARIO DE LORENA),3
5316,5316,APARECIDA (CENTRO) - GUARATINGUETA (CENTRO),3
5317,5317,ROSEIRA (TERMINAL RODOVIARIO DE ROSEIRA) - APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),3
5318,5318,POTIM (LOTEAMENTO DOS VIEIRAS) - GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),3
5319,5319,CUNHA (TERMINAL RODOVIARIO DE CUNHA) - GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),3
532,532,GUARULHOS (TERMINAL METROPOLITANO TABOAO) - SAO PAULO (METRO TUCURUVI),3
5320,5320,CANAS (CENTRO) - LORENA (TERMINAL RODOVIARIO DE LORENA),3
533,533,JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - BARUERI (PARQUE IMPERIAL),3
