ANO;MES;LINHA;ESTACAO;MEDIA;DETALHE_1;DETALHE_2
2024;NOVEMBRO;LINHA 1;JUD;15,4;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;SAU;27;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;ARV;15,9;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;SCZ;94,6;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;VMN;19,4;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;ANR;20,4;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2024;NOVEMBRO;LINHA 1;PSO;21;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2024;NOVEMBRO;LINHA 1;VGO;26,45;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;JQM;32,5;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;LIB;21,95;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;PSE;15,05;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2024;NOVEMBRO;LINHA 1;BTO;54,85;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;LUZ;135,15;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;TRD;16,25;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;PPQ;19,65;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;TTE;43,3;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;CDU;11,6;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;SAN;49,85;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;JPA;11,5;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;PIG;12,75;Sem Observação;Sem Observação
2024;NOVEMBRO;LINHA 1;TUC;58,4;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;JAB;64,1;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;CON;18,3;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;JUD;10,6;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;SAU;18,6;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;ARV;10,8;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;SCZ;70,9;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;VMN;11;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;ANR;14,7;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2024;DEZEMBRO;LINHA 1;PSO;13,8;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2024;DEZEMBRO;LINHA 1;VGO;16,5;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;JQM;14,7;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;LIB;18,8;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;PSE;11,2;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2024;DEZEMBRO;LINHA 1;BTO;52,4;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;LUZ;111,5;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;TRD;10,6;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;PPQ;13,5;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;TTE;43,6;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;CDU;7,2;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;SAN;35,2;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;JPA;6,7;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;PIG;8,1;Sem Observação;Sem Observação
2024;DEZEMBRO;LINHA 1;TUC;41,9;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 2;VPT;41;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2017;JANEIRO;LINHA 2;TTI;51;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 2;SAC;33;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 2;AIP;16;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 2;IMG;13;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 2;CKB;6;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 2;ANR;66;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;JANEIRO;LINHA 2;PSO;62;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;JANEIRO;LINHA 2;BGD;50;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 2;TRI;46;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 2;CNS;114;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 2;CLI;25;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 2;SUM;11;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 2;VMD;21;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 2;VPT;49;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2017;FEVEREIRO;LINHA 2;TTI;61;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 2;SAC;39;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 2;AIP;20;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 2;IMG;15;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 2;CKB;7;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 2;ANR;79;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;FEVEREIRO;LINHA 2;PSO;72;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;FEVEREIRO;LINHA 2;BGD;58;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 2;TRI;53;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 2;CNS;134;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 2;CLI;30;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 2;SUM;14;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 2;VMD;27;Sem Observação;Sem Observação
2017;MARÇO;LINHA 2;VPT;52;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2017;MARÇO;LINHA 2;TTI;66;Sem Observação;Sem Observação
2017;MARÇO;LINHA 2;SAC;41;Sem Observação;Sem Observação
2017;MARÇO;LINHA 2;AIP;21;Sem Observação;Sem Observação
2017;MARÇO;LINHA 2;IMG;15;Sem Observação;Sem Observação
2017;MARÇO;LINHA 2;CKB;7;Sem Observação;Sem Observação
2017;MARÇO;LINHA 2;ANR;84;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;MARÇO;LINHA 2;PSO;77;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;MARÇO;LINHA 2;BGD;60;Sem Observação;Sem Observação
2017;MARÇO;LINHA 2;TRI;55;Sem Observação;Sem Observação
2017;MARÇO;LINHA 2;CNS;146;Sem Observação;Sem Observação
2017;MARÇO;LINHA 2;CLI;31;Sem Observação;Sem Observação
2017;MARÇO;LINHA 2;SUM;15;Sem Observação;Sem Observação
2017;MARÇO;LINHA 2;VMD;28;Sem Observação;Sem Observação
2017;ABRIL;LINHA 2;VPT;52;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2017;ABRIL;LINHA 2;TTI;64;Sem Observação;Sem Observação
2017;ABRIL;LINHA 2;SAC;42;Sem Observação;Sem Observação
2017;ABRIL;LINHA 2;AIP;21;Sem Observação;Sem Observação
2017;ABRIL;LINHA 2;IMG;15;Sem Observação;Sem Observação
2017;ABRIL;LINHA 2;CKB;7;Sem Observação;Sem Observação
2017;ABRIL;LINHA 2;ANR;85;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;ABRIL;LINHA 2;PSO;77;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;ABRIL;LINHA 2;BGD;60;Sem Observação;Sem Observação
2017;ABRIL;LINHA 2;TRI;55;Sem Observação;Sem Observação
2017;ABRIL;LINHA 2;CNS;144;Sem Observação;Sem Observação
2017;ABRIL;LINHA 2;CLI;32;Sem Observação;Sem Observação
2017;ABRIL;LINHA 2;SUM;15;Sem Observação;Sem Observação
2017;ABRIL;LINHA 2;VMD;28;Sem Observação;Sem Observação
2017;MAIO;LINHA 2;VPT;53;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2017;MAIO;LINHA 2;TTI;65;Sem Observação;Sem Observação
2017;MAIO;LINHA 2;SAC;40;Sem Observação;Sem Observação
2017;MAIO;LINHA 2;AIP;21;Sem Observação;Sem Observação
2017;MAIO;LINHA 2;IMG;15;Sem Observação;Sem Observação
2017;MAIO;LINHA 2;CKB;7;Sem Observação;Sem Observação
2017;MAIO;LINHA 2;ANR;84;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;MAIO;LINHA 2;PSO;76;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;MAIO;LINHA 2;BGD;60;Sem Observação;Sem Observação
2017;MAIO;LINHA 2;TRI;54;Sem Observação;Sem Observação
2017;MAIO;LINHA 2;CNS;142;Sem Observação;Sem Observação
2017;MAIO;LINHA 2;CLI;31;Sem Observação;Sem Observação
2017;MAIO;LINHA 2;SUM;15;Sem Observação;Sem Observação
2017;MAIO;LINHA 2;VMD;27;Sem Observação;Sem Observação
2017;JUNHO;LINHA 2;VPT;51;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2017;JUNHO;LINHA 2;TTI;59;Sem Observação;Sem Observação
2017;JUNHO;LINHA 2;SAC;40;Sem Observação;Sem Observação
2017;JUNHO;LINHA 2;AIP;20;Sem Observação;Sem Observação
2017;JUNHO;LINHA 2;IMG;15;Sem Observação;Sem Observação
2017;JUNHO;LINHA 2;CKB;7;Sem Observação;Sem Observação
2017;JUNHO;LINHA 2;ANR;80;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;JUNHO;LINHA 2;PSO;73;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;JUNHO;LINHA 2;BGD;59;Sem Observação;Sem Observação
2017;JUNHO;LINHA 2;TRI;54;Sem Observação;Sem Observação
2017;JUNHO;LINHA 2;CNS;140;Sem Observação;Sem Observação
2017;JUNHO;LINHA 2;CLI;30;Sem Observação;Sem Observação
2017;JUNHO;LINHA 2;SUM;14;Sem Observação;Sem Observação
2017;JUNHO;LINHA 2;VMD;27;Sem Observação;Sem Observação
2017;JULHO;LINHA 2;VPT;46;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2017;JULHO;LINHA 2;TTI;57;Sem Observação;Sem Observação
2017;JULHO;LINHA 2;SAC;36;Sem Observação;Sem Observação
2017;JULHO;LINHA 2;AIP;17;Sem Observação;Sem Observação
2017;JULHO;LINHA 2;IMG;14;Sem Observação;Sem Observação
2017;JULHO;LINHA 2;CKB;6;Sem Observação;Sem Observação
2017;JULHO;LINHA 2;ANR;72;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;JULHO;LINHA 2;PSO;67;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;JULHO;LINHA 2;BGD;55;Sem Observação;Sem Observação
2017;JULHO;LINHA 2;TRI;50;Sem Observação;Sem Observação
2017;JULHO;LINHA 2;CNS;128;Sem Observação;Sem Observação
2017;JULHO;LINHA 2;CLI;27;Sem Observação;Sem Observação
2017;JULHO;LINHA 2;SUM;12;Sem Observação;Sem Observação
2017;JULHO;LINHA 2;VMD;24;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 2;VPT;53;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2017;AGOSTO;LINHA 2;TTI;64;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 2;SAC;40;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 2;AIP;21;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 2;IMG;15;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 2;CKB;7;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 2;ANR;81;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;AGOSTO;LINHA 2;PSO;74;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;AGOSTO;LINHA 2;BGD;59;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 2;TRI;55;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 2;CNS;142;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 2;CLI;30;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 2;SUM;14;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 2;VMD;27;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 2;VPT;55;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2017;SETEMBRO;LINHA 2;TTI;67;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 2;SAC;41;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 2;AIP;21;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 2;IMG;16;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 2;CKB;7;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 2;ANR;84;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;SETEMBRO;LINHA 2;PSO;76;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;SETEMBRO;LINHA 2;BGD;60;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 2;TRI;56;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 2;CNS;144;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 2;CLI;30;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 2;SUM;15;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 2;VMD;27;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 2;VPT;54;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2017;OUTUBRO;LINHA 2;TTI;67;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 2;SAC;41;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 2;AIP;21;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 2;IMG;16;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 2;CKB;7;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 2;ANR;83;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;OUTUBRO;LINHA 2;PSO;76;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;OUTUBRO;LINHA 2;BGD;60;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 2;TRI;55;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 2;CNS;144;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 2;CLI;30;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 2;SUM;15;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 2;VMD;27;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 2;VPT;55;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2017;NOVEMBRO;LINHA 2;TTI;68;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 2;SAC;42;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 2;AIP;21;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 2;IMG;16;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 2;CKB;7;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 2;ANR;84;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;NOVEMBRO;LINHA 2;PSO;77;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;NOVEMBRO;LINHA 2;BGD;60;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 2;TRI;55;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 2;CNS;145;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 2;CLI;31;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 2;SUM;15;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 2;VMD;28;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 2;VPT;49;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2017;DEZEMBRO;LINHA 2;TTI;60;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 2;SAC;38;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 2;AIP;18;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 2;IMG;14;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 2;CKB;6;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 2;ANR;77;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;DEZEMBRO;LINHA 2;PSO;70;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2017;DEZEMBRO;LINHA 2;BGD;57;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 2;TRI;51;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 2;CNS;131;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 2;CLI;27;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 2;SUM;13;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 2;VMD;25;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 2;VPT;43;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2018;JANEIRO;LINHA 2;TTI;56;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 2;SAC;34;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 2;AIP;16;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 2;IMG;13;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 2;CKB;6;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 2;ANR;67;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;JANEIRO;LINHA 2;PSO;62;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;JANEIRO;LINHA 2;BGD;51;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 2;TRI;47;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 2;CNS;119;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 2;CLI;25;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 2;SUM;11;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 2;VMD;22;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 2;VPT;53;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2018;FEVEREIRO;LINHA 2;TTI;66;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 2;SAC;40;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 2;AIP;20;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 2;IMG;15;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 2;CKB;7;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 2;ANR;80;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;FEVEREIRO;LINHA 2;PSO;73;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;FEVEREIRO;LINHA 2;BGD;59;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 2;TRI;55;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 2;CNS;143;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 2;CLI;29;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 2;SUM;14;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 2;VMD;26;Sem Observação;Sem Observação
2018;MARÇO;LINHA 2;VPT;57;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2018;MARÇO;LINHA 2;TTI;69;Sem Observação;Sem Observação
2018;MARÇO;LINHA 2;SAC;42;Sem Observação;Sem Observação
2018;MARÇO;LINHA 2;AIP;21;Sem Observação;Sem Observação
2018;MARÇO;LINHA 2;IMG;16;Sem Observação;Sem Observação
2018;MARÇO;LINHA 2;CKB;7;Sem Observação;Sem Observação
2018;MARÇO;LINHA 2;ANR;84;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;MARÇO;LINHA 2;PSO;77;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;MARÇO;LINHA 2;BGD;60;Sem Observação;Sem Observação
2018;MARÇO;LINHA 2;TRI;58;Sem Observação;Sem Observação
2018;MARÇO;LINHA 2;CNS;147;Sem Observação;Sem Observação
2018;MARÇO;LINHA 2;CLI;31;Sem Observação;Sem Observação
2018;MARÇO;LINHA 2;SUM;15;Sem Observação;Sem Observação
2018;MARÇO;LINHA 2;VMD;28;Sem Observação;Sem Observação
2018;ABRIL;LINHA 2;VPT;58;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2018;ABRIL;LINHA 2;TTI;71;Sem Observação;Sem Observação
2018;ABRIL;LINHA 2;SAC;42;Sem Observação;Sem Observação
2018;ABRIL;LINHA 2;AIP;21;Sem Observação;Sem Observação
2018;ABRIL;LINHA 2;IMG;16;Sem Observação;Sem Observação
2018;ABRIL;LINHA 2;CKB;7;Sem Observação;Sem Observação
2018;ABRIL;LINHA 2;ANR;84;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;ABRIL;LINHA 2;PSO;77;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;ABRIL;LINHA 2;BGD;60;Sem Observação;Sem Observação
2018;ABRIL;LINHA 2;TRI;58;Sem Observação;Sem Observação
2018;ABRIL;LINHA 2;CNS;146;Sem Observação;Sem Observação
2018;ABRIL;LINHA 2;CLI;30;Sem Observação;Sem Observação
2018;ABRIL;LINHA 2;SUM;15;Sem Observação;Sem Observação
2018;ABRIL;LINHA 2;VMD;28;Sem Observação;Sem Observação
2018;MAIO;LINHA 2;VPT;56;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2018;MAIO;LINHA 2;TTI;71;Sem Observação;Sem Observação
2018;MAIO;LINHA 2;SAC;42;Sem Observação;Sem Observação
2018;MAIO;LINHA 2;AIP;21;Sem Observação;Sem Observação
2018;MAIO;LINHA 2;IMG;16;Sem Observação;Sem Observação
2018;MAIO;LINHA 2;CKB;8;Sem Observação;Sem Observação
2018;MAIO;LINHA 2;ANR;83;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;MAIO;LINHA 2;PSO;76;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;MAIO;LINHA 2;BGD;62;Sem Observação;Sem Observação
2018;MAIO;LINHA 2;TRI;58;Sem Observação;Sem Observação
2018;MAIO;LINHA 2;CNS;142;Sem Observação;Sem Observação
2018;MAIO;LINHA 2;CLI;28;Sem Observação;Sem Observação
2018;MAIO;LINHA 2;SUM;15;Sem Observação;Sem Observação
2018;MAIO;LINHA 2;VMD;28;Sem Observação;Sem Observação
2018;JUNHO;LINHA 2;VPT;53;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2018;JUNHO;LINHA 2;TTI;69;Sem Observação;Sem Observação
2018;JUNHO;LINHA 2;SAC;41;Sem Observação;Sem Observação
2018;JUNHO;LINHA 2;AIP;21;Sem Observação;Sem Observação
2018;JUNHO;LINHA 2;IMG;15;Sem Observação;Sem Observação
2018;JUNHO;LINHA 2;CKB;7;Sem Observação;Sem Observação
2018;JUNHO;LINHA 2;ANR;81;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;JUNHO;LINHA 2;PSO;74;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;JUNHO;LINHA 2;BGD;60;Sem Observação;Sem Observação
2018;JUNHO;LINHA 2;TRI;56;Sem Observação;Sem Observação
2018;JUNHO;LINHA 2;CNS;138;Sem Observação;Sem Observação
2018;JUNHO;LINHA 2;CLI;27;Sem Observação;Sem Observação
2018;JUNHO;LINHA 2;SUM;14;Sem Observação;Sem Observação
2018;JUNHO;LINHA 2;VMD;27;Sem Observação;Sem Observação
2018;JULHO;LINHA 2;VPT;48;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 15-Prata;Sem Observação 
2018;JULHO;LINHA 2;TTI;64;Sem Observação;Sem Observação
2018;JULHO;LINHA 2;SAC;38;Sem Observação;Sem Observação
2018;JULHO;LINHA 2;AIP;18;Sem Observação;Sem Observação
2018;JULHO;LINHA 2;IMG;14;Sem Observação;Sem Observação
2018;JULHO;LINHA 2;CKB;7;Sem Observação;Sem Observação
2018;JULHO;LINHA 2;ANR;73;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;JULHO;LINHA 2;PSO;67;Corresponde à soma dos usuários que embarcaram na Linha 2-Verde com as transferências da Linha 1-Azul;Sem Observação
2018;JULHO;LINHA 2;BGD;58;Sem Observação;Sem Observação
2018;JULHO;LINHA 2;TRI;52;Sem Observação;Sem Observação
2018;JULHO;LINHA 2;CNS;126;Sem Observação;Sem Observação
2018;JULHO;LINHA 2;CLI;24;Sem Observação;Sem Observação
