ANO;MES;LINHA;ESTACAO;MEDIA;DETALHE_1;DETALHE_2
2017;JANEIRO;LINHA 1;JAB;78;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;CON;34;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;JUD;18;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;SAU;31;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;ARV;19;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;SCZ;52;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;VMN;22;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;ANR;77;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;JANEIRO;LINHA 1;PSO;94;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;JANEIRO;LINHA 1;VGO;26;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;JQM;24;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;LIB;24;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;PSE;201;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2017;JANEIRO;LINHA 1;BTO;69;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;LUZ;143;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;TRD;12;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;PPQ;27;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;TTE;59;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;CDU;12;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;SAN;55;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;JPA;12;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;PIG;14;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 1;TUC;59;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;JAB;88;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;CON;39;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;JUD;21;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;SAU;37;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;ARV;22;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;SCZ;62;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;VMN;30;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;ANR;85;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;FEVEREIRO;LINHA 1;PSO;109;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;FEVEREIRO;LINHA 1;VGO;32;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;JQM;38;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;LIB;29;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;PSE;245;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2017;FEVEREIRO;LINHA 1;BTO;76;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;LUZ;166;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;TRD;18;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;PPQ;31;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;TTE;63;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;CDU;15;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;SAN;65;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;JPA;15;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;PIG;17;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 1;TUC;68;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;JAB;91;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;CON;41;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;JUD;21;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;SAU;38;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;ARV;23;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;SCZ;64;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;VMN;34;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;ANR;91;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;MARÇO;LINHA 1;PSO;117;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;MARÇO;LINHA 1;VGO;34;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;JQM;57;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;LIB;31;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;PSE;259;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2017;MARÇO;LINHA 1;BTO;74;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;LUZ;172;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;TRD;19;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;PPQ;32;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;TTE;62;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;CDU;15;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;SAN;68;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;JPA;16;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;PIG;17;Sem Observação;Sem Observação
2017;MARÇO;LINHA 1;TUC;71;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;JAB;93;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;CON;41;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;JUD;22;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;SAU;37;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;ARV;23;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;SCZ;64;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;VMN;34;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;ANR;90;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;ABRIL;LINHA 1;PSO;117;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;ABRIL;LINHA 1;VGO;34;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;JQM;58;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;LIB;31;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;PSE;258;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2017;ABRIL;LINHA 1;BTO;74;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;LUZ;173;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;TRD;20;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;PPQ;32;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;TTE;66;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;CDU;15;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;SAN;69;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;JPA;15;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;PIG;18;Sem Observação;Sem Observação
2017;ABRIL;LINHA 1;TUC;72;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;JAB;91;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;CON;41;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;JUD;21;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;SAU;37;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;ARV;23;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;SCZ;63;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;VMN;34;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;ANR;90;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;MAIO;LINHA 1;PSO;115;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;MAIO;LINHA 1;VGO;34;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;JQM;57;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;LIB;31;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;PSE;254;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2017;MAIO;LINHA 1;BTO;74;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;LUZ;171;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;TRD;19;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;PPQ;31;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;TTE;63;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;CDU;15;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;SAN;67;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;JPA;15;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;PIG;17;Sem Observação;Sem Observação
2017;MAIO;LINHA 1;TUC;70;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;JAB;86;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;CON;39;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;JUD;20;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;SAU;37;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;ARV;23;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;SCZ;62;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;VMN;31;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;ANR;87;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;JUNHO;LINHA 1;PSO;111;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;JUNHO;LINHA 1;VGO;32;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;JQM;45;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;LIB;28;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;PSE;247;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2017;JUNHO;LINHA 1;BTO;75;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;LUZ;166;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;TRD;18;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;PPQ;31;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;TTE;62;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;CDU;15;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;SAN;66;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;JPA;15;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;PIG;17;Sem Observação;Sem Observação
2017;JUNHO;LINHA 1;TUC;69;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;JAB;84;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;CON;36;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;JUD;19;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;SAU;33;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;ARV;20;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;SCZ;56;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;VMN;24;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;ANR;78;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;JULHO;LINHA 1;PSO;101;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;JULHO;LINHA 1;VGO;29;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;JQM;26;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;LIB;26;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;PSE;229;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2017;JULHO;LINHA 1;BTO;76;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;LUZ;156;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;TRD;14;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;PPQ;28;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;TTE;61;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;CDU;13;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;SAN;60;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;JPA;13;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;PIG;15;Sem Observação;Sem Observação
2017;JULHO;LINHA 1;TUC;64;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;JAB;87;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;CON;40;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;JUD;21;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;SAU;36;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;ARV;22;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;SCZ;61;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;VMN;32;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;ANR;89;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;AGOSTO;LINHA 1;PSO;114;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;AGOSTO;LINHA 1;VGO;34;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;JQM;51;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;LIB;29;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;PSE;248;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2017;AGOSTO;LINHA 1;BTO;72;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;LUZ;165;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;TRD;19;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;PPQ;31;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;TTE;61;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;CDU;15;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;SAN;66;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;JPA;15;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;PIG;17;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 1;TUC;69;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;JAB;92;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;CON;41;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;JUD;21;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;SAU;37;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;ARV;23;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;SCZ;62;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;VMN;33;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;ANR;91;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;SETEMBRO;LINHA 1;PSO;117;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;SETEMBRO;LINHA 1;VGO;34;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;JQM;55;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;LIB;30;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;PSE;255;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2017;SETEMBRO;LINHA 1;BTO;74;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;LUZ;172;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;TRD;19;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;PPQ;31;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;TTE;66;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;CDU;16;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;SAN;68;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;JPA;15;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;PIG;17;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 1;TUC;71;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;JAB;92;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;CON;41;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;JUD;21;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;SAU;37;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;ARV;23;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;SCZ;62;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;VMN;33;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;ANR;90;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;OUTUBRO;LINHA 1;PSO;116;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;OUTUBRO;LINHA 1;VGO;34;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;JQM;53;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;LIB;30;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;PSE;255;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2017;OUTUBRO;LINHA 1;BTO;76;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;LUZ;169;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;TRD;18;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;PPQ;31;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;TTE;65;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;CDU;16;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;SAN;67;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;JPA;15;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;PIG;17;Sem Observação;Sem Observação
2017;OUTUBRO;LINHA 1;TUC;71;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;JAB;93;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;CON;42;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;JUD;22;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;SAU;37;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;ARV;23;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;SCZ;63;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;VMN;33;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;ANR;91;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;NOVEMBRO;LINHA 1;PSO;117;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;NOVEMBRO;LINHA 1;VGO;34;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;JQM;51;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;LIB;30;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;PSE;259;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2017;NOVEMBRO;LINHA 1;BTO;79;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;LUZ;176;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;TRD;19;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;PPQ;31;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;TTE;65;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;CDU;16;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;SAN;68;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;JPA;15;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;PIG;18;Sem Observação;Sem Observação
2017;NOVEMBRO;LINHA 1;TUC;71;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;JAB;89;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;CON;38;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;JUD;20;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;SAU;35;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;ARV;21;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;SCZ;58;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;VMN;26;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;ANR;81;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;DEZEMBRO;LINHA 1;PSO;104;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2017;DEZEMBRO;LINHA 1;VGO;29;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;JQM;34;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;LIB;28;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;PSE;240;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2017;DEZEMBRO;LINHA 1;BTO;81;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;LUZ;169;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;TRD;15;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;PPQ;28;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;TTE;66;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;CDU;14;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;SAN;63;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;JPA;13;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;PIG;16;Sem Observação;Sem Observação
2017;DEZEMBRO;LINHA 1;TUC;67;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;JAB;80;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;CON;34;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;JUD;17;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;SAU;30;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;ARV;18;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;SCZ;51;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;VMN;21;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;ANR;72;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2018;JANEIRO;LINHA 1;PSO;94;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2018;JANEIRO;LINHA 1;VGO;26;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;JQM;23;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;LIB;24;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;PSE;211;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2018;JANEIRO;LINHA 1;BTO;69;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;LUZ;150;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;TRD;11;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;PPQ;26;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;TTE;61;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;CDU;12;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;SAN;55;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;JPA;12;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;PIG;14;Sem Observação;Sem Observação
2018;JANEIRO;LINHA 1;TUC;58;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;JAB;87;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;CON;40;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;JUD;20;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;SAU;36;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;ARV;22;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;SCZ;61;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;VMN;30;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;ANR;88;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2018;FEVEREIRO;LINHA 1;PSO;113;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 2-Verde;Sem Observação
2018;FEVEREIRO;LINHA 1;VGO;32;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;JQM;44;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;LIB;29;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;PSE;243;Corresponde à soma dos usuários que embarcaram na Linha 1-Azul com as transferências da Linha 3-Vermelha;Sem Observação
2018;FEVEREIRO;LINHA 1;BTO;73;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;LUZ;170;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;TRD;17;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;PPQ;30;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;TTE;62;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;CDU;15;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;SAN;64;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;JPA;15;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;PIG;17;Sem Observação;Sem Observação
2018;FEVEREIRO;LINHA 1;TUC;67;Sem Observação;Sem Observação
2018;MARÇO;LINHA 1;JAB;91;Sem Observação;Sem Observação
2018;MARÇO;LINHA 1;CON;41;Sem Observação;Sem Observação
2018;MARÇO;LINHA 1;JUD;21;Sem Observação;Sem Observação
2018;MARÇO;LINHA 1;SAU;37;Sem Observação;Sem Observação
2018;MARÇO;LINHA 1;ARV;23;Sem Observação;Sem Observação
2018;MARÇO;LINHA 1;SCZ;63;Sem Observação;Sem Observação
2018;MARÇO;LINHA 1;VMN;34;Sem Observação;Sem Observação
